xa,ya,za,row,pitch,yaw
1.095636619,1.243877446,-0.046808015,-4.952930127,1.242550504,0.518284766
1.107203037,1.214012468,0.011392241,-7.350068914,1.694057184,0.008310172
0.83568738,0.765928935,-0.12283464,-4.102875786,1.096249813,-0.084106002
0.356613105,0.059098825,-0.229349403,-0.486517297,0.379202911,-0.236740592
-0.412621169,-1.030130321,-0.377692508,5.518261778,-0.827593662,-0.269861259
-0.805150498,-1.467877034,-0.404569445,7.653973243,-1.347817057,-0.302202087
-0.778267605,-1.174259697,-0.273281352,4.99252637,-1.018418394,-0.374168541
-0.727344825,-0.754290202,-0.117665673,2.204201002,-0.712837276,-0.278461181
-0.485308099,0.059874943,0.112075764,-2.423417539,-0.114793975,-0.041852095
-0.29464913,0.392068758,0.226691332,-5.032649749,0.211468184,-0.176277995
-0.194070592,0.138692332,0.199217857,-4.934644696,0.150550367,-0.693364645
0.072725092,-0.055372386,0.162955121,-5.402582378,0.234617802,-1.362800837
0.449655007,-0.416482911,0.065406965,-5.376285558,0.308777086,-2.312461148
0.482940999,-0.499772231,0.113347596,-4.12403886,0.243636409,-2.687315033
0.16406056,-0.212273022,0.334301964,-1.853082117,0.081625744,-2.408162284
-0.330079234,0.051188746,0.585447862,1.972485504,-0.240223154,-1.990276268
-1.116101171,0.41747285,0.923416795,7.543816058,-0.747642467,-1.207369215
-1.269046893,0.517975875,0.856844803,8.69969606,-0.749363807,-0.589149964
-0.710950834,0.2805441,0.328624771,5.055876278,-0.204635439,-0.202095136
0.016139682,-0.015961545,-0.381920553,-0.253426655,0.53319217,0.401835091
1.155201183,-0.481633615,-1.413948357,-8.845631144,1.643870041,1.092545529
1.563382185,-0.564045817,-1.651934661,-11.42655768,1.863683611,1.457745384
1.113039344,-0.194158436,-0.984633995,-7.099799431,1.067751381,1.503522103
0.553833916,0.269972948,-0.063555848,-1.68529961,0.009680052,1.324738495
-0.419531532,0.980890138,1.414451771,7.263940936,-1.650685454,0.812901772
-0.880883215,1.231268359,1.922056319,10.82019422,-2.253457698,0.699561941
-0.704425005,0.937958183,1.297160265,7.86749072,-1.615964107,1.025052894
-0.589730478,0.568111959,0.528590191,4.718950259,-0.819389603,1.338206807
-0.291096006,-0.069162683,-0.789153436,-1.005850032,0.579504104,1.815969391
-0.077916091,-0.434360191,-1.315912786,-3.478745207,1.250680653,2.030545813
-0.028395487,-0.45349933,-0.874871014,-1.736485477,1.014906868,1.914017053
0.188801864,-0.546337545,-0.446201442,-0.539328791,0.881530017,1.812269378
0.498851933,-0.571209895,0.327626493,1.69879032,0.499221783,1.610211265
0.646221977,-0.500475187,0.594964851,2.076589501,0.298862835,1.080664071
0.651355368,-0.364929733,0.205027915,-0.092042644,0.399545044,0.228581722
0.580285688,-0.061086199,-0.141067067,-2.131066335,0.307534395,-0.935200542
0.376290389,0.418419832,-0.679792439,-4.897878393,0.144734473,-2.475813365
0.216147795,0.571683521,-0.868177473,-5.625230469,0.076528882,-3.170716822
0.105181587,0.378879157,-0.595309058,-3.797589243,0.056336039,-2.927949498
-0.09081486,0.091769478,-0.314321115,-1.438406751,0.09877455,-2.390739292
-0.335600663,-0.415602172,0.132955387,2.275490083,0.230818733,-1.232631711
-0.380697025,-0.592789322,0.367720809,3.899126119,-0.020593324,-0.61459399
-0.217289949,-0.385204194,0.319085018,3.003047579,-0.68680904,-0.646285082
0.061952669,-0.16209082,0.301538343,1.948207608,-1.522615948,-0.485990727
0.523943188,0.21841299,0.207954068,-0.196569601,-2.652216855,-0.420521852
0.597365532,0.427415061,0.18868678,-1.001048044,-2.870264254,-0.223433169
0.235965896,0.410821876,0.283142431,-0.103111881,-2.056129047,0.196260643
-0.228296221,0.442458193,0.329814388,0.550909216,-0.886229988,0.503402358
-0.944942502,0.433851868,0.37183507,1.606622447,0.971277312,0.765763562
-1.130097158,0.384293396,0.308372496,1.632075898,1.786557141,0.848289626
-0.697286717,0.317635173,0.110119764,0.318341352,1.386470971,0.685826369
-0.145406375,0.161676033,-0.141929665,-1.134807314,0.885465069,0.388712261
0.73669422,-0.081680901,-0.482476721,-3.1523692,-0.170856883,-0.103652094
1.01842045,-0.195413571,-0.545152624,-3.049175652,-0.571446736,0.016494607
0.588331064,-0.175270374,-0.29064796,-0.468620954,-0.145906533,0.825713423
0.068240373,-0.126198039,0.076127455,2.960409819,0.145761545,1.88068083
-0.792943926,0.004439268,0.657757858,8.007909112,0.621008481,3.403409823
-1.119839575,-0.034405669,0.774797815,9.194482259,0.751923855,3.653983002
-0.79610939,-0.267820254,0.360100959,5.954397235,0.403553513,2.458994608
-0.450708059,-0.532392846,-0.173223138,1.56456534,0.081635696,0.836872681
0.152176664,-0.893668011,-1.00697381,-5.463212258,-0.3723424,-1.684697351
0.48469196,-0.985559023,-1.214777149,-8.733040607,-0.592712675,-2.998468372
0.455778305,-0.763044842,-0.69208051,-7.541428196,-0.496470702,-2.878982719
0.51444557,-0.453709281,-0.033694245,-6.220205074,-0.389467632,-2.739087694
0.517637151,0.044457565,1.010489955,-3.086931438,-0.160480623,-2.025771399
0.372654337,0.262899751,1.342559954,-1.083583401,-0.07360193,-1.738216113
0.110229851,0.14974786,0.829976127,-0.737169577,-0.174625951,-2.050133467
-0.343386512,0.016770384,0.207086271,0.768863631,-0.240738104,-2.020232126
-1.010862515,-0.260372516,-0.822831666,2.675333312,-0.344145602,-1.905764322
-1.20906011,-0.246201519,-1.185088774,3.36521535,-0.27538327,-1.363565753
-0.899881642,0.118331264,-0.73823548,3.00554397,0.006372701,-0.248770353
-0.43308317,0.521998232,-0.244549403,1.783518638,0.343618284,1.084622875
0.367801088,1.082976059,0.586234467,-0.675205267,0.79890728,2.767302937
0.856371342,1.304489692,0.846572482,-2.311222584,1.086206917,3.499294248
0.970300531,1.11814898,0.401105885,-3.065819647,1.169412848,3.128608427
1.170924597,0.858221707,-0.075630054,-4.270874447,1.239051632,2.389227063
1.296832469,0.38608317,-0.832831427,-5.469064698,1.216720896,0.911078474
1.111406309,0.098278603,-0.970586914,-4.091863047,0.814349432,0.341026859
0.624878933,0.047257616,-0.355252615,0.014734303,0.009396938,0.836585479
-0.183058871,-0.076224389,0.377846692,5.995576807,-1.132877317,1.280726807
-1.382513388,-0.169137126,1.480711563,14.59258952,-2.703089894,2.09361836
-1.735828498,-0.299865771,1.686007139,15.23498343,-2.780363184,2.370399875
-1.160825146,-0.501090974,0.834798436,7.024848954,-1.20137628,1.951224543
-0.316855813,-0.65699853,-0.257473177,-4.342402338,1.037685042,1.610674145
1.119309837,-0.788765102,-1.941712732,-21.7261072,4.46251925,1.102613028
1.495568852,-0.918424329,-2.360437985,-25.77451005,5.199206999,0.409719417
0.644893375,-1.029312078,-1.300975975,-14.56888002,2.87667131,-0.400069334
-0.369212626,-1.125120274,0.053194302,0.217570024,-0.204391883,-1.520401673
-1.981477827,-1.203884579,2.206869428,23.7788083,-5.082170244,-2.94864831
-2.451486516,-1.069350543,2.923677535,30.36062271,-6.583554193,-3.592372381
-1.557155259,-0.700466978,1.938866162,17.08556253,-4.139363224,-3.388867022
-0.489500168,-0.184128363,0.746833669,0.632614749,-1.097510341,-2.860234921
1.224146015,0.537913248,-1.254204508,-25.9137298,3.926539674,-1.717646399
1.837878527,0.942591647,-2.171074976,-34.41148223,5.703148088,-1.090410065
1.117421947,0.985861574,-1.744776223,-21.35806897,3.569971033,-1.073726447
0.291997951,0.970349107,-1.385952644,-5.987646755,1.186213448,-0.87203633
-1.113877449,0.757919721,-0.588288141,19.29995687,-2.853689997,-0.76149838
-1.508368785,0.685244368,-0.056432377,28.83413611,-4.412630209,-0.227159784
-0.664500868,0.791126194,0.041748996,19.06861559,-2.86960803,0.845444356
0.260391322,0.794971352,0.463220027,8.621093919,-1.37085817,1.994674459
1.701645334,0.77818988,1.015627288,-9.471679492,1.210726062,3.370158564
2.348170291,0.735397839,1.160005547,-16.25687341,2.298815397,3.748738259
1.998836958,0.635484193,0.93595761,-8.69149736,1.416356981,2.965516641
1.642716326,0.541638846,0.450999121,-1.62189176,0.726889973,1.719370154
0.918860203,0.444855785,-0.421371308,10.15972656,-0.490388215,-0.348311965
0.251000507,0.127213084,-0.774151709,14.28273343,-0.869279946,-1.240071164
-0.254692744,-0.422548176,-0.55412575,8.416056533,-0.09482031,-0.766219496
-1.106518581,-1.109780498,-0.30696083,2.763491119,0.587236781,-0.201926732
-2.193891801,-1.992755693,0.190336244,-6.187472522,1.578682007,0.973998578
-2.47851229,-2.167035153,0.387545252,-9.419542261,1.665845829,1.357716048
-1.928249608,-1.546705007,0.204471358,-5.250517531,0.617719056,0.752719288
-0.953851696,-0.60975423,0.085862386,-0.902789988,-0.656382589,0.265804001
0.717302171,0.894844038,-0.112449476,6.209541015,-2.51685169,-0.471312651
1.421300074,1.525102935,-0.173552699,8.346572823,-3.05669526,-0.781903274
1.028524176,1.145529106,-0.036176407,4.236250251,-2.040516747,-0.50467769
0.575848546,0.66525779,0.081381768,-0.255203875,-0.686041375,-0.257155244
-0.358503623,-0.292678258,0.245859945,-7.303378848,1.534425429,0.162131305
-0.587219957,-0.580935362,0.272734398,-9.48428117,2.239401104,0.339647411
0.056483016,-0.047418807,0.12260936,-5.686216486,1.153687364,0.18179056
0.658129012,0.444132888,-0.061378184,-1.273708652,-0.134947699,0.054985581
1.532630633,1.19631797,-0.335696025,5.819200642,-2.264319969,-0.163261765
1.708013309,1.358470403,-0.434124876,8.386702759,-2.97798775,-0.272275194
1.014781447,0.780125986,-0.323096421,5.41050334,-1.974375947,-0.222698593
0.16905196,0.111040714,-0.178687794,2.068626335,-0.863844364,-0.214032462
-1.110514801,-0.892612312,0.072261906,-3.614604992,0.963972055,-0.187960068
-1.703641144,-1.318210402,0.15281638,-5.921168843,1.871588577,-0.229313561
-1.462229917,-1.0353903,0.028309292,-3.982481133,1.600355197,-0.367301357
-1.161794246,-0.685598172,-0.106854427,-2.186970765,1.441789462,-0.514571253
-0.49613416,-0.01551909,-0.326816168,1.02340695,0.94968942,-0.699923296
-0.028725151,0.388879867,-0.354717501,2.378369396,0.682292825,-0.548609057
0.146167814,0.437678146,-0.151364556,1.237873215,0.793253054,-0.015301469
0.559813972,0.627870879,0.090124324,0.452998205,0.645917609,0.698811998
1.069032925,0.806480642,0.446538201,-0.894241613,0.398580279,1.702754699
1.128950128,0.751730786,0.605877616,-1.221043806,0.167391573,2.010414096
0.746630239,0.488933236,0.527411094,-0.117088753,-0.117075647,1.528072371
0.07048,0.000307976,0.424727312,0.911887667,-0.389309176,0.821164332
-1.039747562,-0.770836432,0.212523765,2.347037929,-0.642273239,-0.377380992
-1.413388535,-1.127690927,0.049372252,2.753044751,-0.64964748,-0.863179923
-0.96794421,-1.034692045,-0.03896777,1.852747234,-0.368925729,-0.510156277
-0.388328753,-0.879931964,-0.201492395,0.730859006,0.098356108,-0.123862366
0.624205813,-0.490063385,-0.398253746,-1.039854119,0.829849252,0.610518412
1.088689276,-0.249145722,-0.458726382,-1.716978175,1.100347936,0.86364765
0.886050007,-0.205160406,-0.38321782,-1.073061519,0.852943265,0.509363035
0.73466108,-0.028801296,-0.221991769,-0.309111227,0.508817468,0.204690229
0.378904558,0.186617091,0.069312806,1.05047897,-0.121152557,-0.273039757
0.090035287,0.340844735,0.216322035,1.527529891,-0.427558464,-0.438244478
-0.053617932,0.460583159,0.201969816,0.914441842,-0.339913125,-0.189290768
-0.39166833,0.523567436,0.197961995,0.318252396,-0.310180415,0.061659151
-0.850006902,0.510298351,0.137253292,-0.658589725,-0.182297675,0.456222964
-0.979171965,0.467333583,0.065604332,-0.977107329,-0.097915989,0.551502519
-0.782371287,0.383322056,-0.003093935,-0.455858477,-0.106247897,0.271645478
-0.418235315,0.21613429,-0.145752045,0.08291239,-0.01343799,-0.053750449
0.224667233,-0.032866634,-0.352601507,0.931443072,0.139812441,-0.551843152
0.529632041,-0.192991647,-0.382425478,1.064482905,0.232534901,-0.758322199
0.452053006,-0.25824345,-0.225776384,0.320687361,0.281222936,-0.60887722
0.384354166,-0.31488442,0.00753535,-0.569089051,0.314034148,-0.433402706
0.173483071,-0.320392041,0.379762507,-1.896019725,0.307441246,-0.104677742
0.035976986,-0.316141698,0.501952527,-2.232863684,0.258401016,0.066030774
0.014949007,-0.306081258,0.339181669,-1.401023784,0.161845368,0.029587167
-0.118549502,-0.233381052,0.130571435,-0.327107763,-0.000592248,0.042226592
-0.309746487,-0.104102613,-0.225512339,1.38265023,-0.235629422,0.020768541
-0.276732413,0.010683692,-0.380247805,2.019165009,-0.298996996,0.022623056
-0.021542394,0.115977892,-0.290172144,1.379179401,-0.17477252,0.075932895
0.362417573,0.245328713,-0.207154838,0.613744721,0.011687521,0.085821733
0.946033895,0.384810253,-0.039081435,-0.736271394,0.324827097,0.070865273
0.9734276,0.442380474,0.051223445,-1.212117357,0.424322674,0.059426372
0.380907807,0.410271269,0.030826536,-0.611708979,0.277439191,0.039678219
-0.410900959,0.321270412,0.053613939,-0.016713715,0.102094328,0.011480774
-1.603969433,0.147842334,0.075169083,0.965189211,-0.190527656,-0.023108655
-1.966456701,-0.046918769,0.086752553,1.258193292,-0.292597353,-0.03245509
-1.371603692,-0.263375606,0.103818901,0.680951144,-0.163412569,-0.012712292
-0.578293859,-0.559260917,0.095263943,0.069489177,-0.023636183,0.02144948
0.744185404,-0.924277945,0.06220369,-0.87753778,0.209565542,0.079689528
1.310270901,-1.004972724,0.051081875,-1.164255236,0.28227649,0.100125322
0.969039457,-0.775315443,0.059294381,-0.633663192,0.155527926,0.077954688
0.615560534,-0.396944878,0.064926505,-0.011316662,0.019066579,0.051773518
-0.089801839,0.228047618,0.077327058,0.983359534,-0.197274686,0.005887416
-0.402534448,0.602280835,0.052847453,1.279445426,-0.257615189,-0.021735701
-0.195373796,0.686218757,-0.013945214,0.730263918,-0.126217946,-0.025524438
-0.106070155,0.806136957,-0.095554076,0.083726585,0.026024989,-0.036597218
0.065702418,0.837942043,-0.204071064,-0.954576411,0.264897796,-0.045042559
0.147948432,0.734215191,-0.212713602,-1.331462938,0.343428369,-0.064258791
0.064031657,0.509079413,-0.107858769,-0.90322091,0.227382838,-0.09845194
0.056981231,0.081636872,0.040294031,-0.420176768,0.08988358,-0.133387171
0.069034119,-0.567405002,0.267324803,0.404523683,-0.137082108,-0.173303563
0.05967897,-0.855691286,0.353611172,0.700376152,-0.217055274,-0.170171741
0.056503344,-0.756343742,0.277758727,0.337348293,-0.117459908,-0.117662913
0.03238599,-0.572271309,0.175674839,-0.029124922,-0.008451339,-0.041846554
-0.013760704,-0.156723105,-0.010872384,-0.636926418,0.174289084,0.071492035
-0.049253829,0.087400381,-0.14837647,-0.799629324,0.202318215,0.109024521
-0.077694452,0.118523998,-0.219137097,-0.404228853,0.042534979,0.060165462
-0.114251477,0.254773648,-0.336863848,0.024945309,-0.142756843,-0.008386204
-0.153414849,0.398824932,-0.468364614,0.680135199,-0.41690314,-0.126963683
-0.090834901,0.472981133,-0.456272374,0.888816745,-0.49935895,-0.143112856
0.0829477,0.501134251,-0.296566644,0.549408324,-0.353333843,-0.040203598
0.322639338,0.445533449,-0.037615014,0.142930221,-0.165575478,0.083309448
0.658520956,0.289630219,0.363602322,-0.51899897,0.141521725,0.268180852
0.795627346,0.180458061,0.491088344,-0.785829391,0.286402755,0.322597353
0.708587128,0.114214229,0.31316592,-0.567672429,0.233613434,0.223184282
0.565200183,0.002471655,0.067281535,-0.334822133,0.183888952,0.095345535
0.286854006,-0.125524142,-0.354996797,0.08954671,0.062197986,-0.11331629
0.01362267,-0.220700521,-0.491317325,0.360784473,0.002731249,-0.19672977
-0.238970809,-0.286326218,-0.290729341,0.416371785,0.031230939,-0.129437555
-0.607207787,-0.325119887,-0.065545339,0.569769836,0.020988745,-0.054258813
-1.060555044,-0.324103904,0.305957402,0.728965404,0.007864655,0.084066297
-1.168785392,-0.297137901,0.475883369,0.55332752,0.013045472,0.124689034
-0.907745754,-0.239160489,0.392512194,0.040440128,0.024776748,0.043646145
-0.459946447,-0.129889882,0.322902751,-0.723064879,0.061061153,-0.036172739
0.29178632,0.032354315,0.172978632,-1.829508109,0.124645229,-0.158399421
0.583363422,0.080991827,0.085496749,-1.984978504,0.126889672,-0.196154024
0.352838037,0.005761324,0.094090154,-1.08473586,0.064750431,-0.127864108
0.069829228,-0.109768057,0.052605133,0.172897502,-0.01687975,-0.049803602
-0.461771624,-0.309534485,0.000929307,2.134778956,-0.13987397,0.07403396
-0.577942642,-0.363707252,-0.038628175,2.819181403,-0.149305766,0.159957645
-0.193193127,-0.250700134,-0.080505177,2.028721162,-0.029240319,0.193853528
0.212881402,-0.118216055,-0.103887248,1.006651448,0.128705395,0.24640518
0.817067089,0.093353505,-0.106768512,-0.772017818,0.366676442,0.294999819
0.989725913,0.232122177,-0.128631185,-1.532739596,0.403312109,0.311309317
0.636168387,0.275980298,-0.167216002,-1.052330708,0.208701113,0.298715145
0.200887408,0.347177508,-0.201557425,-0.621105855,-0.047482584,0.251963012
-0.492998776,0.405789384,-0.239200692,0.229438332,-0.441882826,0.163447753
-0.764852574,0.378626477,-0.208519886,0.586763596,-0.590572527,0.075986592
-0.525067258,0.268687835,-0.100456046,0.272173318,-0.451488441,-0.011670227
-0.248729394,0.077695665,0.046275933,0.106888769,-0.273229849,-0.128312324
0.24930784,-0.21484571,0.252618546,-0.161107731,0.046860928,-0.26594536
0.4537983,-0.302220252,0.283372669,-0.35473979,0.21865692,-0.310757004
0.288050553,-0.163925143,0.115821172,-0.377188812,0.202988272,-0.254612704
0.154025081,0.034114399,-0.119969088,-0.516645566,0.225460738,-0.145869526
-0.086774459,0.371676138,-0.488631836,-0.709436336,0.210229734,0.047453364
-0.164777003,0.462073362,-0.569219131,-0.56774606,0.149528406,0.11089049
-0.02190749,0.265365763,-0.319795536,-0.091792838,0.060834347,0.027404973
0.100036762,0.033783829,0.003212637,0.587383808,-0.114339242,-0.071568557
0.278596625,-0.334376135,0.512530056,1.567973826,-0.377713736,-0.24095497
0.275363921,-0.531952378,0.697780404,1.694818381,-0.405342493,-0.270999278
0.044813439,-0.516360475,0.500661566,0.868218753,-0.180478307,-0.135321893
-0.236312126,-0.519174067,0.26007911,-0.278391037,0.13855728,0.020685664
-0.639147651,-0.458389262,-0.160429903,-2.05644943,0.635883599,0.253462288
-0.717739801,-0.314285941,-0.347916206,-2.53596111,0.773594408,0.340546918
-0.419232729,-0.101116799,-0.245242728,-1.522651177,0.500622154,0.251627182
-0.01686107,0.240840593,-0.164320413,-0.20337928,0.145193337,0.139545843
0.613318858,0.718913095,0.004984623,1.937982622,-0.435172561,-0.057109421
0.831813879,0.835615523,0.141684732,2.664386199,-0.655359426,-0.138780399
0.569213905,0.560030316,0.211203318,1.715676682,-0.446606023,-0.078437731
0.237245814,0.138758307,0.362541679,0.595575499,-0.20830271,-0.023578465
-0.335124574,-0.559775504,0.562417216,-1.293788722,0.215366183,0.079229133
-0.535691506,-0.808270642,0.510322071,-2.067310839,0.390573258,0.106391443
-0.28659271,-0.539099167,0.196581777,-1.461759185,0.252570826,0.035496373
-0.024139252,-0.213370003,-0.261833498,-0.877377349,0.138555275,-0.030426879
0.415166404,0.358151225,-0.944295715,0.193548898,-0.068316201,-0.125794964
0.534071206,0.589486828,-1.137731558,0.681849052,-0.164691548,-0.151210105
0.255733885,0.401909133,-0.781619134,0.386048653,-0.104594164,-0.088177101
-0.047728653,0.232954528,-0.285129847,0.237334144,-0.08104369,-0.012116762
-0.513914625,-0.073041609,0.540671149,-0.06015275,-0.035972603,0.106077467
-0.646039864,-0.184147447,0.859410647,-0.225610879,-0.025821367,0.147790873
-0.370514741,-0.035766925,0.580670382,-0.146725503,-0.075354186,0.097092184
-0.038530426,0.086195366,0.264644779,-0.19896975,-0.110494881,0.035474359
0.488870435,0.275176549,-0.308681613,-0.291713502,-0.150916251,-0.069720992
0.584683899,0.256541488,-0.496248137,-0.323524315,-0.16828485,-0.08645077
0.168416803,-0.021980273,-0.20423849,-0.332514379,-0.151247666,0.002395382
-0.343994743,-0.353563831,0.077688802,-0.294492555,-0.129704501,0.106330122
-1.1252759,-0.819533657,0.523048176,-0.196060776,-0.093208737,0.261364943
-1.228737791,-0.89712419,0.646575851,-0.056289462,-0.080253789,0.286074007
-0.542381864,-0.523249786,0.364134965,0.135537946,-0.096715486,0.157705498
0.337734939,-0.015701581,0.049150349,0.399885428,-0.114767926,-0.007391181
1.671959806,0.77180742,-0.436175912,0.740233948,-0.145224048,-0.259492253
2.073122449,1.089801174,-0.601503165,0.865330141,-0.146075828,-0.365335658
1.384741591,0.858254006,-0.373987331,0.7534181,-0.111624866,-0.297968757
0.489254779,0.561429123,-0.103215187,0.549474563,-0.071025157,-0.211656118
-0.989205677,-0.000144096,0.347692441,0.174409073,-0.012731834,-0.043732227
-1.581414335,-0.294990063,0.479191156,-0.210982763,0.051480244,0.042478347
-1.109978036,-0.249899225,0.223138253,-0.595558576,0.119061059,0.023836865
-0.595499922,-0.287670081,-0.066388401,-1.128358756,0.205648459,0.031506097
0.353314679,-0.270039722,-0.525750438,-1.776866536,0.308623155,0.022821661
0.693555512,-0.246334235,-0.604458342,-1.51324249,0.256748415,0.007022024
0.262683157,-0.258101808,-0.227353311,-0.254472562,0.035177519,-0.003517134
-0.115861856,-0.170330438,0.229774103,1.537259625,-0.277320489,-0.04766534
-0.724805441,-0.000306914,0.919378032,4.151773207,-0.729298074,-0.121734236
-0.883447093,0.068090466,1.007676633,4.690432096,-0.815936585,-0.098521057
-0.459277097,0.042067043,0.393756706,2.894236113,-0.491535046,0.026828188
-0.007561754,-0.000949266,-0.397569744,0.399066299,-0.039117873,0.19591914
0.668210548,-0.101295598,-1.596896373,-3.574828198,0.677734653,0.441389561
0.932237258,-0.131598897,-1.882506364,-4.842355312,0.88583868,0.477932681
0.681363857,-0.079685857,-1.107177295,-2.970119171,0.506061175,0.278625759
0.383615989,-0.038863266,-0.096762067,-0.621977074,0.024129157,0.006741471
-0.141116952,0.022110127,1.508144277,3.314091198,-0.765877736,-0.414863592
-0.40438452,0.070264992,2.103096124,4.524896368,-0.98851021,-0.553494676
-0.331986535,0.094391113,1.502852069,2.472794355,-0.538379478,-0.364013318
-0.311140079,0.134691965,0.778662074,0.148605717,-0.006039139,-0.118722765
-0.210542924,0.181093636,-0.498749874,-3.606168146,0.844128234,0.298016507
-0.048053819,0.228775656,-1.0751524,-4.778266309,1.111532118,0.427262975
0.144082657,0.28226723,-0.774059162,-2.80043017,0.676912349,0.21336134
0.483415308,0.335885713,-0.55534206,-0.54985865,0.166620608,-0.027130827
0.964679792,0.38981266,-0.084785694,3.074193704,-0.664879051,-0.416893559
1.0235337,0.31105195,0.117291377,4.2718192,-0.955588763,-0.54267282
0.630402864,0.084630665,-0.073405616,2.498041367,-0.586465918,-0.345591445
0.053538548,-0.227033134,-0.134417164,0.485977517,-0.1746983,-0.124631535
-0.854987945,-0.663382586,-0.213553058,-2.810000938,0.514778632,0.233383588
-1.171892661,-0.759488362,-0.204589394,-3.972116628,0.761373179,0.37201274
-0.812562002,-0.47315611,-0.039937856,-2.502715192,0.457188313,0.237888774
-0.345062531,-0.060699326,0.112357452,-0.909530565,0.142625505,0.095673925
0.472785536,0.604271846,0.296568894,1.744533385,-0.37971079,-0.15268631
0.6890857,0.762838343,0.408270596,2.791314028,-0.580698423,-0.240660237
0.188396773,0.338952463,0.417896969,1.809512602,-0.371708684,-0.124891894
-0.372191934,-0.196666564,0.413769286,0.855551716,-0.169400334,-0.014567299
-1.246975948,-1.046180953,0.360836845,-0.80511987,0.173350322,0.163823431
-1.339915916,-1.236342016,0.254757168,-1.512096692,0.324743215,0.23421074
-0.504070054,-0.653622228,0.0985276,-0.95547862,0.221641215,0.163665086
0.529024641,0.068467439,-0.138908964,-0.538829223,0.144930878,0.09702439
2.063875197,1.193393169,-0.461871216,0.20247211,0.001134754,-0.015631271
2.516534596,1.56853279,-0.611197619,0.501403126,-0.076513149,-0.067485096
1.699026191,1.052881936,-0.571256334,0.164226938,-0.051661634,-0.036866876
0.623617398,0.417833178,-0.471904157,-0.059972811,-0.065522415,-0.016436214
-1.143369585,-0.649094766,-0.245034921,-0.398544102,-0.078794799,0.024319476
-1.903679042,-1.067254172,-0.07270458,-0.516087953,-0.070746372,0.020524842
-1.454315344,-0.693559726,0.029454432,-0.306362888,-0.054799609,-0.0421115
-0.976499071,-0.307422456,0.208874545,-0.116371772,-0.008870486,-0.107438464
-0.019228566,0.38153992,0.423838836,0.162461243,0.069287018,-0.19463641
0.346215944,0.603223881,0.474352603,0.298033983,0.124998504,-0.252272132
-0.055485553,0.231749757,0.356707973,0.235851329,0.159499568,-0.270884531
-0.33732512,-0.124553103,0.134598485,0.179322033,0.201498383,-0.291168585
-0.787992704,-0.677699519,-0.245599096,0.058138088,0.239408901,-0.298360285
-0.788842513,-0.824664435,-0.397933831,0.035516229,0.226788544,-0.256233498
-0.199895985,-0.459307498,-0.295551844,0.142754888,0.16036524,-0.163628325
0.452322035,-0.043320822,-0.171735194,0.241781534,0.05289821,-0.024589667
1.353845984,0.595846083,0.070703135,0.378821232,-0.109736429,0.171976763
1.655530548,0.854157811,0.231560692,0.377588564,-0.167515205,0.259076587
1.234698356,0.643120461,0.28140404,0.208979765,-0.10859053,0.224766071
0.652577362,0.396803304,0.396879301,-0.005443391,-0.022680784,0.159396478
-0.33285894,-0.052222061,0.527648749,-0.317130413,0.132010819,0.01908499
-0.84829208,-0.297715032,0.451545263,-0.415759227,0.195200502,-0.051842165
-0.789952383,-0.275562699,0.165228471,-0.265943348,0.149585966,-0.038741705
-0.786099719,-0.32212573,-0.265550767,-0.059758122,0.107355365,-0.048650676
-0.608180338,-0.329116108,-0.900615469,0.287959652,0.02711364,-0.04573614
-0.465586196,-0.280299511,-1.078978573,0.420914376,0.003695345,-0.048096116
-0.421119972,-0.203723849,-0.7484178,0.298708824,0.053952259,-0.066532255
-0.185147393,-0.018759403,-0.277478578,0.164618411,0.098880844,-0.064023014
0.188055341,0.276435325,0.508498883,-0.075463321,0.164679516,-0.046350684
0.335482802,0.377033382,0.859670203,-0.141781629,0.184810804,-0.051123358
0.267236472,0.274054157,0.69740549,0.007224796,0.145963818,-0.07561354
0.120033207,0.11815331,0.529333042,0.160111597,0.101164743,-0.105656263
-0.190698514,-0.165774906,0.160385048,0.39302644,0.030805708,-0.149061836
-0.174485063,-0.257582989,-0.091520674,0.435114534,0.002948404,-0.163951225
0.209770746,-0.12527169,-0.166021704,0.244477816,0.027689534,-0.146366161
0.657480565,0.015364945,-0.377538182,0.01261198,0.055818994,-0.122287338
1.294534775,0.246787019,-0.643729503,-0.337203625,0.106235362,-0.080733804
1.326110256,0.306188928,-0.644594562,-0.450756815,0.11585327,-0.060393215
0.658575851,0.154440347,-0.385725807,-0.283512007,0.075607157,-0.066096572
-0.228119985,-0.015925674,0.044321493,-0.069443304,0.031507673,-0.070149508
-1.55532043,-0.277394411,0.726865984,0.288676859,-0.033720586,-0.082812549
-1.982310971,-0.368307587,0.936920336,0.374453704,-0.04490568,-0.076138167
-1.366897684,-0.25082222,0.621121374,0.136843002,0.008337024,-0.045549033
-0.538204422,-0.110160838,0.197565337,-0.143207413,0.075941702,-0.012820655
0.865728021,0.126316853,-0.520936258,-0.578315663,0.17898646,0.029790061
1.395875822,0.225704423,-0.785700377,-0.668889199,0.201499893,0.04175805
0.88330256,0.155199872,-0.511504007,-0.351210071,0.129988871,0.017425549
0.328127133,0.087549677,-0.212973207,0.042718775,0.037601678,-0.01763978
-0.653198929,-0.040216802,0.307097464,0.65013712,-0.10741569,-0.075053667
-0.992679562,-0.096147966,0.544512095,0.834984818,-0.152008763,-0.069618178
