8.469626307487487793e-02,4.427564889192581177e-02,3.560248063877224922e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.408139523118734360e-02
8.469626307487487793e-02,4.427564889192581177e-02,3.560248063877224922e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.408139523118734360e-02
8.469626307487487793e-02,4.427564889192581177e-02,3.560248063877224922e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.408139523118734360e-02
8.469626307487487793e-02,4.427564889192581177e-02,3.560248063877224922e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.408139523118734360e-02
8.469626307487487793e-02,4.427564889192581177e-02,3.560248063877224922e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.408139523118734360e-02
8.469626307487487793e-02,4.427564889192581177e-02,3.560248063877224922e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.408139523118734360e-02
8.469626307487487793e-02,4.427564889192581177e-02,3.560248063877224922e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.408139523118734360e-02
8.469626307487487793e-02,4.427564889192581177e-02,3.560248063877224922e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.408139523118734360e-02
8.469626307487487793e-02,4.427564889192581177e-02,3.560248063877224922e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.408139523118734360e-02
8.469626307487487793e-02,4.427564889192581177e-02,3.560248063877224922e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.408139523118734360e-02
8.469626307487487793e-02,4.427564889192581177e-02,3.560248063877224922e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.408139523118734360e-02
8.490182459354400635e-02,4.422280937433242798e-02,3.250608919188380241e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.393751800060272217e-02
8.503461629152297974e-02,4.456046968698501587e-02,2.389831468462944031e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.356929726898670197e-02
8.491146564483642578e-02,4.541069269180297852e-02,1.122983638197183609e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.327325869351625443e-02
8.555614948272705078e-02,4.638761281967163086e-02,5.913481581956148148e-04,-3.907969221472740173e-02,-2.326771937077865005e-04,1.339921914041042328e-02
8.735956996679306030e-02,4.591824486851692200e-02,6.497365538962185383e-04,-3.907969221472740173e-02,-2.326771937077865005e-04,1.109589636325836182e-02
8.654042333364486694e-02,4.972718283534049988e-02,-3.801426621402592687e-12,-3.907969221472740173e-02,-2.326771937077865005e-04,5.331039428710937500e-03
8.208861947059631348e-02,5.931336060166358948e-02,-3.801426621402592687e-12,4.433777928352355957e-01,-2.326771937077865005e-04,8.662361651659011841e-04
8.950539678335189819e-02,6.840471923351287842e-02,-3.801426621402592687e-12,1.152515769004821777e+00,-2.326771937077865005e-04,2.365062711760401726e-03
6.804871559143066406e-02,1.103262007236480713e-01,3.533642273396253586e-03,-3.907969221472740173e-02,-2.326771937077865005e-04,1.393287442624568939e-02
7.028348743915557861e-02,6.942039728164672852e-02,5.984365940093994141e-02,-3.907969221472740173e-02,-2.326771937077865005e-04,5.287983641028404236e-02
7.567136734724044800e-02,-1.028864019263393825e-13,1.713429987430572510e-01,-3.907969221472740173e-02,-2.326771937077865005e-04,9.295043349266052246e-02
-9.427933260475196420e-12,-1.028864019263393825e-13,1.633263379335403442e-01,-3.907969221472740173e-02,-2.326771937077865005e-04,7.294826209545135498e-02
-9.427933260475196420e-12,-1.028864019263393825e-13,2.040254622697830200e-01,-3.907969221472740173e-02,-2.326771937077865005e-04,3.111945837736129761e-02
1.476951390504837036e-01,-1.028864019263393825e-13,2.716264687478542328e-02,5.521085739135742188e+00,-2.326771937077865005e-04,-1.474410295486450195e-03
2.586755752563476562e-01,2.127215415239334106e-01,-3.801426621402592687e-12,9.319621086120605469e+00,-2.326771937077865005e-04,-1.474410295486450195e-03
4.400421082973480225e-01,5.068400502204895020e-01,-3.801426621402592687e-12,9.319621086120605469e+00,2.574692666530609131e-01,-1.474410295486450195e-03
1.011041283607482910e+00,1.509562432765960693e-01,-3.801426621402592687e-12,3.248203277587890625e+00,-2.326771937077865005e-04,1.021901890635490417e-01
-9.427933260475196420e-12,6.547673940658569336e-01,8.252497017383575439e-02,-3.907969221472740173e-02,-2.326771937077865005e-04,4.694940745830535889e-01
-9.427933260475196420e-12,-1.028864019263393825e-13,8.778944611549377441e-01,-3.907969221472740173e-02,-2.326771937077865005e-04,7.430235147476196289e-01
-9.427933260475196420e-12,3.933117985725402832e-01,1.663665533065795898e+00,-3.907969221472740173e-02,-2.326771937077865005e-04,8.700225353240966797e-01
