-9.427933260475196420e-12,-1.028864019263393825e-13,-3.801426621402592687e-12,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
-9.427933260475196420e-12,-1.028864019263393825e-13,9.454936534166336060e-02,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
-9.427933260475196420e-12,-1.028864019263393825e-13,-3.801426621402592687e-12,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
-9.427933260475196420e-12,-1.028864019263393825e-13,-3.801426621402592687e-12,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
4.538873136043548584e-01,-1.028864019263393825e-13,-3.801426621402592687e-12,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
7.876004576683044434e-01,5.650045275688171387e-01,1.073922887444496155e-01,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
1.558079361915588379e+00,9.347221851348876953e-01,3.078512251377105713e-01,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
2.297250270843505859e+00,1.641475439071655273e+00,6.839097738265991211e-01,-3.907969221472740173e-02,-2.326771937077865005e-04,1.649688929319381714e-02
1.981396555900573730e+00,1.713732719421386719e+00,-3.801426621402592687e-12,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
1.503357529640197754e+00,7.436420917510986328e-01,-3.801426621402592687e-12,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
1.109776854515075684e+00,4.760652184486389160e-01,-3.801426621402592687e-12,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
8.208768814802169800e-02,-1.028864019263393825e-13,-3.801426621402592687e-12,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
-9.427933260475196420e-12,-1.028864019263393825e-13,-3.801426621402592687e-12,-3.907969221472740173e-02,-2.326771937077865005e-04,-1.474410295486450195e-03
-9.427933260475196420e-12,7.101709395647048950e-02,-3.801426621402592687e-12,-3.907969221472740173e-02,-2.326771937077865005e-04,1.383796036243438721e-01
