1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,
FC_ACC_X,FC_ACC_Y,FC_ACC_Z,FC_GYR_X,FC_GYR_Y,FC_GYR_Z,FC_MAG_X,FC_MAG_Y,FC_MAG_Z,FC_ALT_BAR,FC_ALT_FU,FC_ATT_ROL,FC_ATT_PIT,FC_ATT_YAW,FC_Votage,FC_SenserTMP,FC_CTRLOUT_PWM1,FC_CTRLOUT_PWM2,FC_CTRLOUT_PWM3,FC_CTRLOUT_PWM4,
141,-114,1039,-22,13,-1,-384,-1585,-30,0,-0.819999992847443,-1.25999999046326,5.92000007629395,55.3699989318848,0,0.349999994039536,0,0,0,0,
141,-114,1039,-22,13,-1,-384,-1585,-30,0,-0.819999992847443,-1.48000001907349,5.82999992370605,55.5099983215332,0,0.349999994039536,0,0,0,0,
132,-129,1043,-21,14,0,-384,-1585,-30,0,-0.819999992847443,-1.48000001907349,5.82999992370605,55.5099983215332,0,0.349999994039536,0,0,0,0,
132,-129,1043,-21,14,0,-384,-1585,-30,0,-0.819999992847443,-1.73000001907349,5.71999979019165,55.5999984741211,0,0.349999994039536,0,0,0,0,
125,-127,1044,-20,15,0,-384,-1585,-30,0,-0.819999992847443,-1.73000001907349,5.71999979019165,55.5999984741211,0,0.349999994039536,0,0,0,0,
125,-127,1044,-20,15,0,-384,-1585,-30,0,-0.819999992847443,-1.73000001907349,5.71999979019165,55.5999984741211,0,0.349999994039536,0,0,0,0,
125,-127,1044,-20,15,0,-384,-1585,-30,0,-0.819999992847443,-1.98000001907349,5.57999992370605,55.6100006103516,0,0.349999994039536,0,0,0,0,
125,-123,1037,-19,15,0,-384,-1585,-30,0,-0.819999992847443,-1.98000001907349,5.57999992370605,55.6100006103516,0,0.349999994039536,0,0,0,0,
125,-123,1037,-19,15,0,-384,-1585,-30,0,-0.819999992847443,-2.21000003814697,5.44999980926514,55.7900009155273,0,0.349999994039536,0,0,0,0,
126,-123,1046,-18,17,0,-384,-1585,-30,0,-0.819999992847443,-2.21000003814697,5.44999980926514,55.7900009155273,0,0.349999994039536,0,0,0,0,
126,-123,1046,-18,17,0,-387,-1586,-30,0,-0.819999992847443,-2.21000003814697,5.44999980926514,55.7900009155273,0,0.349999994039536,0,0,0,0,
126,-123,1046,-18,17,0,-387,-1586,-30,0,-0.819999992847443,-2.42000007629395,5.30000019073486,56.189998626709,0,0.349999994039536,0,0,0,0,
126,-123,1046,-18,17,0,-387,-1586,-30,0,-0.819999992847443,-2.42000007629395,5.30000019073486,56.189998626709,0,0.349999994039536,0,0,0,0,
126,-123,1046,-18,17,0,-387,-1586,-30,0,-0.819999992847443,-2.42000007629395,5.30000019073486,56.189998626709,0.00999999977648258,0.349999994039536,0,0,0,0,
126,-151,1045,-16,17,1,-387,-1586,-30,0,-0.819999992847443,-2.42000007629395,5.30000019073486,56.189998626709,0.00999999977648258,0.349999994039536,0,0,0,0,
126,-151,1045,-16,17,1,-387,-1586,-30,0,-0.819999992847443,-2.59999990463257,5.15999984741211,56.3699989318848,0.00999999977648258,0.349999994039536,0,0,0,0,
122,-193,1045,-15,17,2,-387,-1586,-30,0,-0.819999992847443,-2.59999990463257,5.15999984741211,56.3699989318848,0.00999999977648258,0.349999994039536,0,0,0,0,
122,-193,1045,-15,17,2,-387,-1586,-30,0,-0.819999992847443,-2.59999990463257,5.15999984741211,56.3699989318848,0.00999999977648258,0.349999994039536,0,0,0,0,
122,-193,1045,-15,17,2,-387,-1586,-30,0,-0.819999992847443,-2.78999996185303,5,56.4099998474121,0.00999999977648258,0.349999994039536,0,0,0,0,
107,-216,1045,-13,17,1,-387,-1586,-30,0,-0.819999992847443,-2.78999996185303,5,56.4099998474121,0.00999999977648258,0.349999994039536,0,0,0,0,
107,-216,1045,-13,17,1,-387,-1586,-30,0,-0.819999992847443,-2.97000002861023,4.82000017166138,56.6699981689453,0.00999999977648258,0.349999994039536,0,0,0,0,
89,-213,1044,-11,17,2,-387,-1586,-30,0,-0.819999992847443,-2.97000002861023,4.82000017166138,56.6699981689453,0.00999999977648258,0.349999994039536,0,0,0,0,
89,-213,1044,-11,17,2,-387,-1586,-30,0,-0.819999992847443,-2.97000002861023,4.82000017166138,56.6699981689453,0.00999999977648258,0.349999994039536,0,0,0,0,
89,-213,1044,-11,17,2,-387,-1586,-30,0,-0.819999992847443,-3.10999989509583,4.65999984741211,57.0400009155273,0.00999999977648258,0.349999994039536,0,0,0,0,
84,-209,1047,-10,18,3,-387,-1586,-30,0,-0.819999992847443,-3.10999989509583,4.65999984741211,57.0400009155273,0.00999999977648258,0.349999994039536,0,0,0,0,
84,-209,1047,-10,18,3,-387,-1586,-30,0,-0.819999992847443,-3.25999999046326,4.46000003814697,57.1800003051758,0.00999999977648258,0.349999994039536,0,0,0,0,
84,-209,1047,-10,18,3,-387,-1586,-30,0,-0.829999983310699,-3.25999999046326,4.46000003814697,57.1800003051758,0.00999999977648258,0.349999994039536,0,0,0,0,
96,-207,1045,-7,17,2,-387,-1586,-30,0,-0.829999983310699,-3.25999999046326,4.46000003814697,57.1800003051758,0.00999999977648258,0.349999994039536,0,0,0,0,
96,-207,1045,-7,17,2,-387,-1586,-30,0,-0.829999983310699,-3.25999999046326,4.46000003814697,57.1800003051758,0.00999999977648258,0.349999994039536,0,0,0,0,
96,-207,1045,-7,17,2,-387,-1586,-30,0,-0.829999983310699,-3.38000011444092,4.28000020980835,56.9599990844727,0.00999999977648258,0.349999994039536,0,0,0,0,
95,-217,1034,-6,18,3,-387,-1586,-30,0,-0.829999983310699,-3.38000011444092,4.28000020980835,56.9599990844727,0.00999999977648258,0.349999994039536,0,0,0,0,
95,-217,1034,-6,18,3,-387,-1586,-30,0,-0.829999983310699,-3.48000001907349,4.09999990463257,56.9599990844727,0.00999999977648258,0.349999994039536,0,0,0,0,
92,-245,1040,-3,17,3,-387,-1586,-30,0,-0.829999983310699,-3.48000001907349,4.09999990463257,56.9599990844727,0.00999999977648258,0.349999994039536,0,0,0,0,
92,-245,1040,-3,17,3,-387,-1586,-30,0,-0.829999983310699,-3.48000001907349,4.09999990463257,56.9599990844727,0.00999999977648258,0.349999994039536,0,0,0,0,
92,-245,1040,-3,17,3,-387,-1586,-30,0,-0.829999983310699,-3.55999994277954,3.92000007629395,57.1300010681152,0.00999999977648258,0.349999994039536,0,0,0,0,
76,-259,1038,-2,17,2,-387,-1586,-30,0,-0.829999983310699,-3.55999994277954,3.92000007629395,57.1300010681152,0.00999999977648258,0.349999994039536,0,0,0,0,
76,-259,1038,-2,17,2,-387,-1586,-30,0,-0.829999983310699,-3.61999988555908,3.74000000953674,57.1399993896484,0.00999999977648258,0.349999994039536,0,0,0,0,
49,-259,1030,0,16,3,-387,-1586,-30,0,-0.829999983310699,-3.61999988555908,3.74000000953674,57.1399993896484,0.00999999977648258,0.349999994039536,0,0,0,0,
49,-259,1030,0,16,3,-390,-1589,-30,0,-0.829999983310699,-3.61999988555908,3.74000000953674,57.1399993896484,0.00999999977648258,0.349999994039536,0,0,0,0,
49,-259,1030,0,16,3,-390,-1589,-30,0,-0.829999983310699,-3.67000007629395,3.5699999332428,56.9700012207031,0.00999999977648258,0.349999994039536,0,0,0,0,
49,-259,1030,0,16,3,-390,-1589,-30,0,-0.829999983310699,-3.67000007629395,3.5699999332428,56.9700012207031,0.00999999977648258,0.349999994039536,0,0,0,0,
40,-241,1026,2,15,2,-390,-1589,-30,0,-0.829999983310699,-3.67000007629395,3.5699999332428,56.9700012207031,0.00999999977648258,0.349999994039536,0,0,0,0,
40,-241,1026,2,15,2,-390,-1589,-30,0,-0.829999983310699,-3.69000005722046,3.39000010490417,56.9799995422363,0.00999999977648258,0.349999994039536,0,0,0,0,
54,-229,1023,4,14,3,-390,-1589,-30,0,-0.829999983310699,-3.69000005722046,3.39000010490417,56.9799995422363,0.00999999977648258,0.349999994039536,0,0,0,0,
54,-229,1023,4,14,3,-390,-1589,-30,0,-0.829999983310699,-3.69000005722046,3.39000010490417,56.9799995422363,0.00999999977648258,0.349999994039536,0,0,0,0,
54,-229,1023,4,14,3,-390,-1589,-30,0,-0.829999983310699,-3.70000004768372,3.23000001907349,57.189998626709,0.00999999977648258,0.349999994039536,0,0,0,0,
60,-229,1018,5,13,2,-390,-1589,-30,0,-0.829999983310699,-3.70000004768372,3.23000001907349,57.189998626709,0.00999999977648258,0.349999994039536,0,0,0,0,
60,-229,1018,5,13,2,-390,-1589,-30,0,-0.829999983310699,-3.70000004768372,3.0699999332428,57.0900001525879,0.00999999977648258,0.349999994039536,0,0,0,0,
52,-241,1012,8,13,3,-390,-1589,-30,0,-0.829999983310699,-3.70000004768372,3.0699999332428,57.0900001525879,0.00999999977648258,0.349999994039536,0,0,0,0,
52,-241,1012,8,13,3,-390,-1589,-30,0,-0.829999983310699,-3.70000004768372,3.0699999332428,57.0900001525879,0.00999999977648258,0.349999994039536,0,0,0,0,
52,-241,1012,8,13,3,-390,-1589,-30,0,-0.829999983310699,-3.69000005722046,2.92000007629395,56.6300010681152,0.00999999977648258,0.349999994039536,0,0,0,0,
37,-248,1012,9,12,2,-390,-1589,-30,0,-0.829999983310699,-3.69000005722046,2.92000007629395,56.6300010681152,0.00999999977648258,0.349999994039536,0,0,0,0,
37,-248,1012,9,12,2,-390,-1589,-30,0,-0.829999983310699,-3.66000008583069,2.77999997138977,56.5200004577637,0.00999999977648258,0.349999994039536,0,0,0,0,
37,-248,1012,9,12,2,-390,-1589,-30,0,-0.829999983310699,-3.66000008583069,2.77999997138977,56.5200004577637,0.00999999977648258,0.349999994039536,0,0,0,0,
10,-241,1008,10,11,1,-390,-1589,-30,0,-0.829999983310699,-3.66000008583069,2.77999997138977,56.5200004577637,0.00999999977648258,0.349999994039536,0,0,0,0,
10,-241,1008,10,11,1,-390,-1589,-30,0,-0.829999983310699,-3.66000008583069,2.77999997138977,56.5200004577637,0.00999999977648258,0.349999994039536,0,0,0,0,
10,-241,1008,10,11,1,-390,-1589,-30,0,-0.829999983310699,-3.60999989509583,2.64000010490417,56.6699981689453,0.00999999977648258,0.349999994039536,0,0,0,0,
-10,-220,998,13,9,1,-390,-1589,-30,0,-0.829999983310699,-3.60999989509583,2.64000010490417,56.6699981689453,0.00999999977648258,0.349999994039536,0,0,0,0,
-10,-220,998,13,9,1,-390,-1589,-30,0,-0.829999983310699,-3.55999994277954,2.52999997138977,56.7999992370605,0.00999999977648258,0.349999994039536,0,0,0,0,
3,-208,995,14,7,1,-390,-1589,-30,0,-0.829999983310699,-3.55999994277954,2.52999997138977,56.7999992370605,0.00999999977648258,0.349999994039536,0,0,0,0,
3,-208,995,14,7,1,-390,-1589,-30,0,-0.829999983310699,-3.55999994277954,2.52999997138977,56.7999992370605,0.00999999977648258,0.349999994039536,0,0,0,0,
3,-208,995,14,7,1,-390,-1589,-30,0,-0.829999983310699,-3.47000002861023,2.40000009536743,56.9300003051758,0.00999999977648258,0.349999994039536,0,0,0,0,
31,-197,988,17,6,0,-390,-1589,-30,0,-0.829999983310699,-3.47000002861023,2.40000009536743,56.9300003051758,0.00999999977648258,0.349999994039536,0,0,0,0,
31,-197,988,17,6,0,-390,-1589,-30,0,-0.829999983310699,-3.36999988555908,2.29999995231628,56.8899993896484,0.00999999977648258,0.349999994039536,0,0,0,0,
27,-189,981,17,5,0,-390,-1589,-30,0,-0.829999983310699,-3.36999988555908,2.29999995231628,56.8899993896484,0.00999999977648258,0.349999994039536,0,0,0,0,
27,-189,981,17,5,0,-391,-1590,-30,0,-0.829999983310699,-3.36999988555908,2.29999995231628,56.8899993896484,0.00999999977648258,0.349999994039536,0,0,0,0,
27,-189,981,17,5,0,-391,-1590,-30,0,-0.829999983310699,-3.25999999046326,2.22000002861023,56.7400016784668,0.00999999977648258,0.349999994039536,0,0,0,0,
27,-189,981,17,5,0,-391,-1590,-30,0,-0.819999992847443,-3.25999999046326,2.22000002861023,56.7400016784668,0.00999999977648258,0.349999994039536,0,0,0,0,
27,-189,981,17,5,0,-391,-1590,-30,0,-0.819999992847443,-3.25999999046326,2.22000002861023,56.7400016784668,0.00999999977648258,0.349999994039536,0,0,0,0,
2,-178,979,19,4,0,-391,-1590,-30,0,-0.819999992847443,-3.25999999046326,2.22000002861023,56.7400016784668,0.00999999977648258,0.349999994039536,0,0,0,0,
2,-178,979,19,4,0,-391,-1590,-30,0,-0.819999992847443,-3.10999989509583,2.14000010490417,56.5699996948242,0.00999999977648258,0.349999994039536,0,0,0,0,
-20,-169,972,20,2,0,-391,-1590,-30,0,-0.819999992847443,-3.10999989509583,2.14000010490417,56.5699996948242,0.00999999977648258,0.349999994039536,0,0,0,0,
-20,-169,972,20,2,0,-391,-1590,-30,0,-0.819999992847443,-3.10999989509583,2.14000010490417,56.5699996948242,0.00999999977648258,0.349999994039536,0,0,0,0,
-20,-169,972,20,2,0,-391,-1590,-30,0,-0.819999992847443,-2.95000004768372,2.07999992370605,56.4199981689453,0.00999999977648258,0.349999994039536,0,0,0,0,
-15,-158,964,21,1,0,-391,-1590,-30,0,-0.819999992847443,-2.95000004768372,2.07999992370605,56.4199981689453,0.00999999977648258,0.349999994039536,0,0,0,0,
-15,-158,964,21,1,0,-391,-1590,-30,0,-0.819999992847443,-2.77999997138977,2.02999997138977,56.3800010681152,0.00999999977648258,0.349999994039536,0,0,0,0,
-10,-140,957,22,0,0,-391,-1590,-30,0,-0.819999992847443,-2.77999997138977,2.02999997138977,56.3800010681152,0.00999999977648258,0.349999994039536,0,0,0,0,
-10,-140,957,22,0,0,-391,-1590,-30,0,-0.819999992847443,-2.77999997138977,2.02999997138977,56.3800010681152,0.00999999977648258,0.349999994039536,0,0,0,0,
-10,-140,957,22,0,0,-391,-1590,-30,0,-0.819999992847443,-2.59999990463257,1.99000000953674,56.4700012207031,0.00999999977648258,0.349999994039536,0,0,0,0,
4,-113,957,23,-1,0,-391,-1590,-30,0,-0.819999992847443,-2.59999990463257,1.99000000953674,56.4700012207031,0.00999999977648258,0.349999994039536,0,0,0,0,
4,-113,957,23,-1,0,-391,-1590,-30,0,-0.819999992847443,-2.40000009536743,1.97000002861023,56.4900016784668,0.00999999977648258,0.349999994039536,0,0,0,0,
4,-113,957,23,-1,0,-391,-1590,-30,0,-0.819999992847443,-2.40000009536743,1.97000002861023,56.4900016784668,0.00999999977648258,0.349999994039536,0,0,0,0,
2,-88,953,23,-2,0,-391,-1590,-30,0,-0.819999992847443,-2.40000009536743,1.97000002861023,56.4900016784668,0.00999999977648258,0.349999994039536,0,0,0,0,
2,-88,953,23,-2,0,-391,-1590,-30,0,-0.819999992847443,-2.40000009536743,1.97000002861023,56.4900016784668,0.00999999977648258,0.349999994039536,0,0,0,0,
2,-88,953,23,-2,0,-391,-1590,-30,0,-0.819999992847443,-2.20000004768372,1.96000003814697,56.4099998474121,0.00999999977648258,0.349999994039536,0,0,0,0,
-5,-82,939,24,-4,-1,-391,-1590,-30,0,-0.819999992847443,-2.20000004768372,1.96000003814697,56.4099998474121,0.00999999977648258,0.349999994039536,0,0,0,0,
-5,-82,939,24,-4,-1,-391,-1590,-30,0,-0.819999992847443,-1.98000001907349,1.96000003814697,56.4099998474121,0.00999999977648258,0.349999994039536,0,0,0,0,
-6,-75,938,25,-5,-1,-391,-1590,-30,0,-0.819999992847443,-1.98000001907349,1.96000003814697,56.4099998474121,0.00999999977648258,0.349999994039536,0,0,0,0,
-6,-75,938,25,-5,-1,-391,-1590,-30,0,-0.819999992847443,-1.98000001907349,1.96000003814697,56.4099998474121,0.00999999977648258,0.349999994039536,0,0,0,0,
-6,-75,938,25,-5,-1,-391,-1590,-30,0,-0.819999992847443,-1.75999999046326,1.97000002861023,56.4799995422363,0.00999999977648258,0.349999994039536,0,0,0,0,
-10,-72,939,25,-7,-1,-391,-1590,-30,0,-0.819999992847443,-1.75999999046326,1.97000002861023,56.4799995422363,0.00999999977648258,0.349999994039536,0,0,0,0,
-10,-72,939,25,-7,-1,-391,-1590,-30,0,-0.819999992847443,-1.52999997138977,1.99000000953674,56.4500007629395,0.00999999977648258,0.349999994039536,0,0,0,0,
-8,-59,936,25,-8,-2,-391,-1590,-30,0,-0.819999992847443,-1.52999997138977,1.99000000953674,56.4500007629395,0.00999999977648258,0.349999994039536,0,0,0,0,
-8,-59,936,25,-8,-2,-394,-1593,-30,0,-0.819999992847443,-1.52999997138977,1.99000000953674,56.4500007629395,0.00999999977648258,0.349999994039536,0,0,0,0,
-8,-59,936,25,-8,-2,-394,-1593,-30,0,-0.819999992847443,-1.28999996185303,2.02999997138977,56.2900009155273,0.00999999977648258,0.349999994039536,0,0,0,0,
